"LOCATION","Country","INDICATOR","Indicator","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2001","2001",,,"0","Units",,,19.1020784802977,,
"AUS","Australia","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2002","2002",,,"0","Units",,,18.8457600878945,,
"AUS","Australia","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2003","2003",,,"0","Units",,,19.3708995759774,,
"AUS","Australia","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2004","2004",,,"0","Units",,,19.1839292432221,,
"AUS","Australia","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2005","2005",,,"0","Units",,,18.7353853256124,,
"AUS","Australia","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2006","2006",,,"0","Units",,,18.1858340703465,,
"AUS","Australia","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2007","2007",,,"0","Units",,,18.0999445347159,,
"AUS","Australia","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2008","2008",,,"0","Units",,,19.9762725718072,,
"AUS","Australia","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2009","2009",,,"0","Units",,,18.9839311226235,,
"AUS","Australia","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2010","2010",,,"0","Units",,,18.8556298010337,,
"AUS","Australia","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2011","2011",,,"0","Units",,,18.7150957212539,,
"AUS","Australia","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2012","2012",,,"0","Units",,,18.7987817539073,,
"AUS","Australia","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2013","2013",,,"0","Units",,,18.8695238750602,,
"AUS","Australia","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2014","2014",,,"0","Units",,,19.3047614122699,,
"AUS","Australia","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2015","2015",,,"0","Units",,,19.7293328609061,,
"AUS","Australia","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2016","2016",,,"0","Units",,,19.236820151974,,
"AUS","Australia","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2017","2017",,,"0","Units",,,18.9329292218599,,
"AUT","Austria","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2000","2000",,,"0","Units",,,235.380408473976,,
"AUT","Austria","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2001","2001",,,"0","Units",,,238.978409429878,,
"AUT","Austria","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2002","2002",,,"0","Units",,,251.984784314737,,
"AUT","Austria","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2003","2003",,,"0","Units",,,260.767905355134,,
"AUT","Austria","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2004","2004",,,"0","Units",,,275.7470012304,,
"AUT","Austria","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2005","2005",,,"0","Units",,,288.08672213109,,
"AUT","Austria","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2006","2006",,,"0","Units",,,311.091841181349,,
"AUT","Austria","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2007","2007",,,"0","Units",,,326.780290298413,,
"AUT","Austria","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2008","2008",,,"0","Units",,,343.812976376139,,
"AUT","Austria","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2009","2009",,,"0","Units",,,341.463017593702,,
"AUT","Austria","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2010","2010",,,"0","Units",,,351.313696088382,,
"AUT","Austria","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2011","2011",,,"0","Units",,,373.031477037945,,
"AUT","Austria","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2012","2012",,,"0","Units",,,391.635176213279,,
"AUT","Austria","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2013","2013",,,"0","Units",,,406.370244527947,,
"AUT","Austria","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2014","2014",,,"0","Units",,,417.059518667002,,
"AUT","Austria","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2015","2015",,,"0","Units",,,431.091557720565,,
"AUT","Austria","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2016","2016",,,"0","Units",,,452.64278587097,,
"AUT","Austria","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2017","2017",,,"0","Units",,,474.514714645779,,
"AUT","Austria","GDPCPC","Gross domestic product (GDP), current PPPs, billions US dollars","2018","2018",,,"0","Units",,,490.609591275779,,
"AUT","Austria","TES13S","Total expenditure of general government, percentage of GDP","2000","2000",,,"0","Units",,,51.0329883250733,,
"AUT","Austria","TES13S","Total expenditure of general government, percentage of GDP","2001","2001",,,"0","Units",,,51.3557052104913,,
"AUT","Austria","TES13S","Total expenditure of general government, percentage of GDP","2002","2002",,,"0","Units",,,51.0543046642687,,
"AUT","Austria","TES13S","Total expenditure of general government, percentage of GDP","2003","2003",,,"0","Units",,,51.2709905691504,,
"AUT","Austria","TES13S","Total expenditure of general government, percentage of GDP","2004","2004",,,"0","Units",,,53.7051142847075,,
"AUT","Austria","TES13S","Total expenditure of general government, percentage of GDP","2005","2005",,,"0","Units",,,51.1555228390606,,
"AUT","Austria","TES13S","Total expenditure of general government, percentage of GDP","2006","2006",,,"0","Units",,,50.3799335721589,,
"AUT","Austria","TES13S","Total expenditure of general government, percentage of GDP","2007","2007",,,"0","Units",,,49.2441121401072,,
"AUT","Austria","TES13S","Total expenditure of general government, percentage of GDP","2008","2008",,,"0","Units",,,49.8739846837189,,
"AUT","Austria","TES13S","Total expenditure of general government, percentage of GDP","2009","2009",,,"0","Units",,,54.1448005065337,,
"AUT","Austria","TES13S","Total expenditure of general government, percentage of GDP","2010","2010",,,"0","Units",,,52.8397855413296,,
"AUT","Austria","TES13S","Total expenditure of general government, percentage of GDP","2011","2011",,,"0","Units",,,50.8969148481795,,
"AUT","Austria","TES13S","Total expenditure of general government, percentage of GDP","2012","2012",,,"0","Units",,,51.213027812319,,
"AUT","Austria","TES13S","Total expenditure of general government, percentage of GDP","2013","2013",,,"0","Units",,,51.6476665446164,,
"AUT","Austria","TES13S","Total expenditure of general government, percentage of GDP","2014","2014",,,"0","Units",,,52.4309201666404,,
"AUT","Austria","TES13S","Total expenditure of general government, percentage of GDP","2015","2015",,,"0","Units",,,51.1446064180084,,
"AUT","Austria","TES13S","Total expenditure of general government, percentage of GDP","2016","2016",,,"0","Units",,,50.2737569047668,,
"AUT","Austria","TES13S","Total expenditure of general government, percentage of GDP","2017","2017",,,"0","Units",,,49.1746494051338,,
"AUT","Austria","TES13S","Total expenditure of general government, percentage of GDP","2018","2018",,,"0","Units",,,48.4897090556901,,
"AUT","Austria","TRS13S","Total general government (GG) revenue, percentage of GDP","2000","2000",,,"0","Units",,,48.6283187663595,,
"AUT","Austria","TRS13S","Total general government (GG) revenue, percentage of GDP","2001","2001",,,"0","Units",,,50.6941296654331,,
"AUT","Austria","TRS13S","Total general government (GG) revenue, percentage of GDP","2002","2002",,,"0","Units",,,49.6731297413785,,
"AUT","Austria","TRS13S","Total general government (GG) revenue, percentage of GDP","2003","2003",,,"0","Units",,,49.4845651167507,,
"AUT","Austria","TRS13S","Total general government (GG) revenue, percentage of GDP","2004","2004",,,"0","Units",,,48.9001282699533,,
"AUT","Austria","TRS13S","Total general government (GG) revenue, percentage of GDP","2005","2005",,,"0","Units",,,48.6471693027056,,
"AUT","Austria","TRS13S","Total general government (GG) revenue, percentage of GDP","2006","2006",,,"0","Units",,,47.844492913175,,
"AUT","Austria","TRS13S","Total general government (GG) revenue, percentage of GDP","2007","2007",,,"0","Units",,,47.8895000200192,,
"AUT","Austria","TRS13S","Total general government (GG) revenue, percentage of GDP","2008","2008",,,"0","Units",,,48.3787193513277,,
"AUT","Austria","TRS13S","Total general government (GG) revenue, percentage of GDP","2009","2009",,,"0","Units",,,48.8150908322971,,
"AUT","Austria","TRS13S","Total general government (GG) revenue, percentage of GDP","2010","2010",,,"0","Units",,,48.3985083439947,,
"AUT","Austria","TRS13S","Total general government (GG) revenue, percentage of GDP","2011","2011",,,"0","Units",,,48.3433488539885,,
"AUT","Austria","TRS13S","Total general government (GG) revenue, percentage of GDP","2012","2012",,,"0","Units",,,49.0239697697533,,
"AUT","Austria","TRS13S","Total general government (GG) revenue, percentage of GDP","2013","2013",,,"0","Units",,,49.6975890231305,,
"AUT","Austria","TRS13S","Total general government (GG) revenue, percentage of GDP","2014","2014",,,"0","Units",,,49.7017749601549,,
"AUT","Austria","TRS13S","Total general government (GG) revenue, percentage of GDP","2015","2015",,,"0","Units",,,50.1230572339374,,
"AUT","Austria","TRS13S","Total general government (GG) revenue, percentage of GDP","2016","2016",,,"0","Units",,,48.7234404432166,,
"AUT","Austria","TRS13S","Total general government (GG) revenue, percentage of GDP","2017","2017",,,"0","Units",,,48.4156777102257,,
"AUT","Austria","TRS13S","Total general government (GG) revenue, percentage of GDP","2018","2018",,,"0","Units",,,48.6000786026567,,
"AUT","Austria","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2000","2000",,,"0","Units",,,30.3350254168319,,
"AUT","Austria","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2001","2001",,,"0","Units",,,30.1788531263655,,
"AUT","Austria","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2002","2002",,,"0","Units",,,30.5568186539348,,
"AUT","Austria","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2003","2003",,,"0","Units",,,30.9275248783266,,
"AUT","Austria","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2004","2004",,,"0","Units",,,30.3802222471084,,
"AUT","Austria","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2005","2005",,,"0","Units",,,29.8430231416287,,
"AUT","Austria","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2006","2006",,,"0","Units",,,29.5490385586529,,
"AUT","Austria","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2007","2007",,,"0","Units",,,28.9022525233207,,
"AUT","Austria","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2008","2008",,,"0","Units",,,29.3697266606144,,
"AUT","Austria","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2009","2009",,,"0","Units",,,31.5207099248233,,
"AUT","Austria","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2010","2010",,,"0","Units",,,31.6164928402026,,
"AUT","Austria","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2011","2011",,,"0","Units",,,30.65805333825,,
"AUT","Austria","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2012","2012",,,"0","Units",,,30.8590120464565,,
"AUT","Austria","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2013","2013",,,"0","Units",,,31.3651067487223,,
"AUT","Austria","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2014","2014",,,"0","Units",,,31.4351029264731,,
"AUT","Austria","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2015","2015",,,"0","Units",,,31.2703555243994,,
"AUT","Austria","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2016","2016",,,"0","Units",,,31.1425108170084,,
"AUT","Austria","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2017","2017",,,"0","Units",,,30.5263701997493,,
"AUT","Austria","D62_D63PS13S","Social benefits and social transfers in kind, percentage of GDP","2018","2018",,,"0","Units",,,30.0509213019778,,
"AUT","Austria","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2000","2000",,,"0","Units",,,8.2641359943762,,
"AUT","Austria","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2001","2001",,,"0","Units",,,8.58880540934392,,
"AUT","Austria","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2002","2002",,,"0","Units",,,8.15014094413739,,
"AUT","Austria","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2003","2003",,,"0","Units",,,7.77407864990305,,
"AUT","Austria","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2004","2004",,,"0","Units",,,7.57457883130665,,
"AUT","Austria","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2005","2005",,,"0","Units",,,7.77637613582098,,
"AUT","Austria","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2006","2006",,,"0","Units",,,7.7442929501022,,
"AUT","Austria","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2007","2007",,,"0","Units",,,7.56323457062532,,
"AUT","Austria","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2008","2008",,,"0","Units",,,7.20963109206364,,
"AUT","Austria","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2009","2009",,,"0","Units",,,7.80967436852187,,
"AUT","Austria","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2010","2010",,,"0","Units",,,7.68480507247396,,
"AUT","Austria","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2011","2011",,,"0","Units",,,7.37105690264163,,
"AUT","Austria","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2012","2012",,,"0","Units",,,7.26097262401765,,
"AUT","Austria","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2013","2013",,,"0","Units",,,7.21053551262047,,
"AUT","Austria","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2014","2014",,,"0","Units",,,6.82552851366369,,
"AUT","Austria","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2015","2015",,,"0","Units",,,6.83834075735702,,
"AUT","Austria","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2016","2016",,,"0","Units",,,6.55226473994505,,
"AUT","Austria","TLYCG010GS13S","General government expenditure by function, general public services, percentage of GDP","2017","2017",,,"0","Units",,,6.0947230565562,,
"AUT","Austria","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2000","2000",,,"0","Units",,,0.863822108767487,,
"AUT","Austria","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2001","2001",,,"0","Units",,,0.820097197107921,,
"AUT","Austria","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2002","2002",,,"0","Units",,,0.783627704597459,,
"AUT","Austria","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2003","2003",,,"0","Units",,,0.823458010408412,,
"AUT","Austria","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2004","2004",,,"0","Units",,,0.827210395486231,,
"AUT","Austria","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2005","2005",,,"0","Units",,,0.782127232258912,,
"AUT","Austria","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2006","2006",,,"0","Units",,,0.713919136210305,,
"AUT","Austria","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2007","2007",,,"0","Units",,,0.755421274403786,,
"AUT","Austria","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2008","2008",,,"0","Units",,,0.896470886916551,,
"AUT","Austria","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2009","2009",,,"0","Units",,,0.707426594032398,,
"AUT","Austria","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2010","2010",,,"0","Units",,,0.643255023105365,,
"AUT","Austria","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2011","2011",,,"0","Units",,,0.621970894273364,,
"AUT","Austria","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2012","2012",,,"0","Units",,,0.593887320202563,,
"AUT","Austria","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2013","2013",,,"0","Units",,,0.621592033841478,,
"AUT","Austria","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2014","2014",,,"0","Units",,,0.578869202929514,,
"AUT","Austria","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2015","2015",,,"0","Units",,,0.555434344963615,,
"AUT","Austria","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2016","2016",,,"0","Units",,,0.595661451673306,,
"AUT","Austria","TLYCG020GS13S","General government expenditure by function, defence, percentage of GDP","2017","2017",,,"0","Units",,,0.59255607413231,,
"AUT","Austria","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2000","2000",,,"0","Units",,,1.41770979981506,,
"AUT","Austria","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2001","2001",,,"0","Units",,,1.42826385098693,,
"AUT","Austria","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2002","2002",,,"0","Units",,,1.42740946907146,,
"AUT","Austria","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2003","2003",,,"0","Units",,,1.42837266541552,,
"AUT","Austria","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2004","2004",,,"0","Units",,,1.44421915800014,,
"AUT","Austria","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2005","2005",,,"0","Units",,,1.37033536904433,,
"AUT","Austria","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2006","2006",,,"0","Units",,,1.35847193936177,,
"AUT","Austria","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2007","2007",,,"0","Units",,,1.29835775641329,,
"AUT","Austria","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2008","2008",,,"0","Units",,,1.32934525105723,,
"AUT","Austria","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2009","2009",,,"0","Units",,,1.40184823139185,,
"AUT","Austria","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2010","2010",,,"0","Units",,,1.36169508379683,,
"AUT","Austria","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2011","2011",,,"0","Units",,,1.32275424012731,,
"AUT","Austria","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2012","2012",,,"0","Units",,,1.33772456713421,,
"AUT","Austria","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2013","2013",,,"0","Units",,,1.32127361225426,,
"AUT","Austria","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2014","2014",,,"0","Units",,,1.32956393572345,,
"AUT","Austria","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2015","2015",,,"0","Units",,,1.34333062674326,,
"AUT","Austria","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2016","2016",,,"0","Units",,,1.34987719852922,,
"AUT","Austria","TLYCG030GS13S","General government expenditure by function, public order and safety, percentage of GDP","2017","2017",,,"0","Units",,,1.35977325929117,,
"AUT","Austria","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2000","2000",,,"0","Units",,,4.92397983431963,,
"AUT","Austria","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2001","2001",,,"0","Units",,,5.22881116288451,,
"AUT","Austria","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2002","2002",,,"0","Units",,,4.94897969534685,,
"AUT","Austria","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2003","2003",,,"0","Units",,,5.18119233273036,,
"AUT","Austria","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2004","2004",,,"0","Units",,,8.56311078940695,,
"AUT","Austria","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2005","2005",,,"0","Units",,,6.48802442333668,,
"AUT","Austria","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2006","2006",,,"0","Units",,,6.38277050508271,,
"AUT","Austria","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2007","2007",,,"0","Units",,,5.90549330287839,,
"AUT","Austria","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2008","2008",,,"0","Units",,,6.3223683424444,,
"AUT","Austria","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2009","2009",,,"0","Units",,,7.68455807553304,,
"AUT","Austria","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2010","2010",,,"0","Units",,,6.52533938878116,,
"AUT","Austria","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2011","2011",,,"0","Units",,,6.14089326668487,,
"AUT","Austria","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2012","2012",,,"0","Units",,,6.32270446878523,,
"AUT","Austria","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2013","2013",,,"0","Units",,,6.34027270521274,,
"AUT","Austria","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2014","2014",,,"0","Units",,,7.37423377079009,,
"AUT","Austria","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2015","2015",,,"0","Units",,,6.11871003566477,,
"AUT","Austria","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2016","2016",,,"0","Units",,,5.60588791317615,,
"AUT","Austria","TLYCG040GS13S","General government expenditure by function, economic affairs, percentage of GDP","2017","2017",,,"0","Units",,,5.69921527534111,,
"AUT","Austria","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2000","2000",,,"0","Units",,,0.443848894471741,,
"AUT","Austria","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2001","2001",,,"0","Units",,,0.486475279818513,,
"AUT","Austria","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2002","2002",,,"0","Units",,,0.489381402677537,,
"AUT","Austria","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2003","2003",,,"0","Units",,,0.541105274221623,,
"AUT","Austria","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2004","2004",,,"0","Units",,,0.502033726175711,,
"AUT","Austria","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2005","2005",,,"0","Units",,,0.515930274612188,,
"AUT","Austria","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2006","2006",,,"0","Units",,,0.490638550737246,,
"AUT","Austria","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2007","2007",,,"0","Units",,,0.462771812898022,,
"AUT","Austria","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2008","2008",,,"0","Units",,,0.459620513769127,,
"AUT","Austria","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2009","2009",,,"0","Units",,,0.547444102467394,,
"AUT","Austria","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2010","2010",,,"0","Units",,,0.572152492167535,,
"AUT","Austria","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2011","2011",,,"0","Units",,,0.48519862691826,,
"AUT","Austria","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2012","2012",,,"0","Units",,,0.479628250212206,,
"AUT","Austria","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2013","2013",,,"0","Units",,,0.449831465634611,,
"AUT","Austria","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2014","2014",,,"0","Units",,,0.454569372527792,,
"AUT","Austria","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2015","2015",,,"0","Units",,,0.39416309563415,,
"AUT","Austria","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2016","2016",,,"0","Units",,,0.390208680672918,,
"AUT","Austria","TLYCG050GS13S","General government expenditure by function, environment protection, percentage of GDP","2017","2017",,,"0","Units",,,0.368430131919463,,
"AUT","Austria","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2000","2000",,,"0","Units",,,0.612284795854508,,
"AUT","Austria","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2001","2001",,,"0","Units",,,0.565269038786881,,
"AUT","Austria","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2002","2002",,,"0","Units",,,0.520885109953363,,
"AUT","Austria","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2003","2003",,,"0","Units",,,0.531923106483042,,
"AUT","Austria","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2004","2004",,,"0","Units",,,0.436058422701281,,
"AUT","Austria","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2005","2005",,,"0","Units",,,0.423504820603583,,
"AUT","Austria","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2006","2006",,,"0","Units",,,0.369178392786768,,
"AUT","Austria","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2007","2007",,,"0","Units",,,0.388804807640536,,
"AUT","Austria","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2008","2008",,,"0","Units",,,0.377502992134004,,
"AUT","Austria","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2009","2009",,,"0","Units",,,0.424334447214006,,
"AUT","Austria","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2010","2010",,,"0","Units",,,0.384698521754083,,
"AUT","Austria","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2011","2011",,,"0","Units",,,0.362659162168372,,
"AUT","Austria","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2012","2012",,,"0","Units",,,0.370126705836543,,
"AUT","Austria","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2013","2013",,,"0","Units",,,0.347911242066474,,
"AUT","Austria","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2014","2014",,,"0","Units",,,0.345515106931923,,
"AUT","Austria","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2015","2015",,,"0","Units",,,0.350736427692085,,
"AUT","Austria","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2016","2016",,,"0","Units",,,0.35715770477787,,
"AUT","Austria","TLYCG060GS13S","General government expenditure by function, housing and community amenities, percentage of GDP","2017","2017",,,"0","Units",,,0.312917706736136,,
"AUT","Austria","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2000","2000",,,"0","Units",,,7.12333258803759,,
"AUT","Austria","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2001","2001",,,"0","Units",,,7.04831849511176,,
"AUT","Austria","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2002","2002",,,"0","Units",,,7.30478926035399,,
"AUT","Austria","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2003","2003",,,"0","Units",,,7.40820657212038,,
"AUT","Austria","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2004","2004",,,"0","Units",,,7.51259777974061,,
"AUT","Austria","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2005","2005",,,"0","Units",,,7.43432756851392,,
"AUT","Austria","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2006","2006",,,"0","Units",,,7.32870729315415,,
"AUT","Austria","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2007","2007",,,"0","Units",,,7.3607012543966,,
"AUT","Austria","TLYCG070GS13S","General government expenditure by function, health, percentage of GDP","2008","2008",,,"0","Units",,,7.51236945593117,,
